281,838,1
102,838,1
32,838,1
32,370,1
32,921,1
1018,838,1
616,838,1
358,838,1
358,808,1
358,226,1
358,16,1
946,357,1
897,932,1
564,932,1
564,712,1
564,895,1
564,226,1
564,182,1
564,928,1
564,921,1
564,106,1
249,932,1
546,932,1
546,16,1
129,932,1
187,932,1
187,296,1
187,928,1
896,932,1
55,932,1
55,67,1
55,808,1
55,788,1
55,738,1
55,739,1
55,921,1
55,263,1
55,861,1
55,210,1
55,106,1
566,932,1
312,932,1
312,67,1
312,895,1
312,296,1
312,210,1
312,631,1
312,746,1
430,932,1
306,932,1
76,932,1
76,928,1
954,932,1
806,932,1
707,932,1
589,932,1
506,932,1
69,932,1
69,928,1
945,932,1
945,895,1
945,370,1
945,861,1
329,932,1
41,932,1
346,932,1
2,932,1
317,932,1
855,932,1
1015,932,1
107,932,1
359,932,1
868,932,1
820,932,1
761,932,1
899,932,1
538,932,1
132,932,1
823,932,1
199,932,1
146,932,1
78,932,1
78,370,1
939,932,1
751,932,1
758,932,1
400,932,1
400,808,1
400,895,1
400,370,1
400,928,1
400,158,1
678,264,1
678,978,1
678,948,1
678,895,1
678,738,1
678,966,1
678,163,1
678,739,1
678,182,1
678,16,1
678,558,1
678,210,1
874,978,1
874,788,1
874,370,1
874,739,1
505,978,1
12,978,1
599,978,1
640,978,1
640,571,1
640,370,1
906,978,1
906,571,1
266,978,1
596,978,1
869,978,1
48,978,1
356,978,1
11,978,1
499,978,1
975,978,1
677,978,1
677,712,1
401,978,1
401,623,1
256,978,1
662,978,1
783,978,1
783,67,1
783,808,1
783,738,1
783,413,1
30,978,1
553,978,1
773,978,1
326,978,1
216,978,1
335,978,1
815,978,1
815,928,1
815,733,1
950,978,1
555,978,1
147,978,1
147,808,1
628,978,1
435,978,1
456,978,1
456,67,1
456,558,1
85,978,1
575,978,1
567,978,1
90,978,1
311,978,1
311,928,1
964,439,1
179,67,1
179,928,1
179,106,1
790,67,1
754,67,1
261,67,1
295,67,1
399,67,1
639,67,1
339,67,1
813,67,1
1011,67,1
860,67,1
552,67,1
940,67,1
452,67,1
799,67,1
454,67,1
51,67,1
51,370,1
51,388,1
51,627,1
661,67,1
457,67,1
177,67,1
324,67,1
324,210,1
1009,683,1
933,35,1
287,89,1
679,89,1
533,89,1
703,89,1
703,895,1
703,370,1
652,571,1
170,571,1
877,571,1
1022,571,1
273,571,1
728,571,1
62,571,1
248,808,1
347,808,1
193,808,1
362,808,1
362,370,1
362,739,1
362,928,1
769,808,1
1031,808,1
698,808,1
698,348,1
698,895,1
698,388,1
698,739,1
698,928,1
698,16,1
698,921,1
556,808,1
556,210,1
181,808,1
834,808,1
880,808,1
709,808,1
267,808,1
366,808,1
800,808,1
967,808,1
351,808,1
60,808,1
374,808,1
841,808,1
856,808,1
214,808,1
325,808,1
198,808,1
198,370,1
963,808,1
509,808,1
178,808,1
280,808,1
500,72,1
385,72,1
385,739,1
484,72,1
140,659,1
354,238,1
225,238,1
373,238,1
972,238,1
1035,788,1
254,348,1
254,928,1
50,348,1
485,348,1
485,712,1
205,348,1
239,712,1
239,370,1
239,388,1
392,712,1
392,739,1
355,712,1
201,712,1
615,712,1
88,712,1
180,948,1
284,895,1
3,895,1
498,895,1
375,895,1
472,895,1
863,895,1
34,895,1
942,895,1
913,895,1
138,895,1
138,733,1
101,895,1
864,895,1
949,895,1
61,895,1
516,895,1
245,895,1
144,895,1
959,895,1
960,895,1
794,895,1
689,895,1
987,895,1
822,895,1
288,895,1
792,895,1
918,895,1
812,895,1
710,895,1
710,370,1
878,895,1
64,895,1
467,895,1
518,895,1
1017,895,1
1017,921,1
9,895,1
342,895,1
977,895,1
969,895,1
600,895,1
537,895,1
429,895,1
646,895,1
889,895,1
382,895,1
814,895,1
814,388,1
814,928,1
446,895,1
95,895,1
73,895,1
417,895,1
395,895,1
653,895,1
224,895,1
690,895,1
791,895,1
1007,895,1
481,895,1
481,296,1
481,370,1
481,388,1
559,895,1
378,296,1
668,296,1
668,738,1
83,296,1
83,738,1
131,296,1
232,296,1
232,928,1
570,203,1
570,921,1
824,738,1
360,738,1
622,738,1
809,738,1
809,106,1
123,738,1
123,370,1
123,739,1
242,738,1
706,738,1
247,738,1
545,738,1
849,738,1
922,738,1
995,738,1
764,738,1
654,738,1
873,738,1
303,738,1
77,738,1
892,738,1
336,738,1
676,738,1
755,738,1
857,738,1
1029,738,1
433,738,1
920,738,1
846,738,1
124,738,1
322,738,1
604,738,1
473,738,1
54,738,1
704,738,1
79,738,1
82,738,1
364,738,1
961,738,1
133,804,1
403,804,1
243,293,1
613,259,1
613,370,1
803,259,1
688,370,1
361,370,1
361,163,1
983,370,1
495,370,1
282,370,1
900,370,1
165,370,1
807,370,1
836,370,1
422,370,1
422,921,1
422,263,1
818,370,1
765,370,1
641,370,1
674,370,1
962,370,1
592,370,1
168,370,1
748,370,1
406,370,1
56,370,1
701,370,1
482,370,1
532,370,1
680,370,1
463,370,1
142,370,1
830,370,1
508,370,1
508,928,1
377,370,1
1006,370,1
49,370,1
441,370,1
441,182,1
474,370,1
207,370,1
483,370,1
957,370,1
18,370,1
319,370,1
579,370,1
551,370,1
865,370,1
190,370,1
220,370,1
510,370,1
886,370,1
10,370,1
887,370,1
218,370,1
192,370,1
268,370,1
286,370,1
337,370,1
587,941,1
134,941,1
460,157,1
1012,157,1
269,157,1
777,157,1
697,298,1
980,57,1
195,226,1
924,226,1
973,226,1
883,226,1
520,226,1
386,226,1
829,163,1
781,163,1
99,163,1
99,739,1
99,263,1
691,163,1
637,163,1
213,163,1
372,388,1
372,210,1
719,388,1
634,388,1
634,263,1
759,388,1
525,388,1
427,388,1
894,388,1
617,388,1
870,388,1
870,928,1
907,388,1
984,388,1
984,739,1
658,388,1
638,388,1
705,388,1
434,388,1
590,739,1
590,746,1
831,739,1
58,739,1
58,263,1
169,739,1
753,739,1
421,739,1
160,739,1
988,739,1
108,739,1
152,1025,1
1021,1025,1
436,1025,1
667,98,1
825,98,1
114,349,1
114,928,1
114,861,1
305,349,1
891,349,1
757,349,1
438,431,1
789,29,1
789,921,1
186,182,1
70,182,1
459,928,1
113,928,1
74,928,1
848,928,1
644,928,1
24,928,1
872,928,1
171,928,1
309,928,1
504,928,1
22,928,1
208,928,1
396,928,1
462,928,1
200,928,1
779,928,1
415,928,1
775,928,1
241,928,1
729,928,1
699,928,1
285,928,1
285,921,1
14,928,1
63,928,1
687,928,1
323,928,1
745,928,1
633,928,1
582,16,1
816,16,1
840,16,1
673,16,1
258,16,1
767,16,1
851,16,1
642,16,1
635,16,1
547,16,1
80,921,1
42,921,1
4,921,1
38,921,1
38,263,1
38,106,1
304,921,1
212,921,1
943,921,1
227,921,1
379,921,1
110,921,1
539,921,1
833,921,1
618,921,1
936,921,1
721,921,1
451,921,1
602,921,1
548,921,1
935,921,1
786,921,1
383,921,1
720,263,1
1020,263,1
136,263,1
384,263,1
866,263,1
71,263,1
135,263,1
649,263,1
768,558,1
1001,558,1
469,558,1
20,558,1
393,558,1
492,558,1
492,413,1
810,558,1
156,558,1
21,413,1
612,413,1
976,413,1
766,413,1
837,413,1
217,861,1
345,861,1
931,861,1
425,861,1
28,861,1
184,861,1
172,861,1
493,861,1
524,861,1
585,861,1
1026,861,1
455,861,1
598,210,1
845,210,1
762,210,1
150,210,1
316,210,1
958,210,1
911,210,1
971,210,1
937,210,1
353,210,1
636,210,1
993,210,1
660,210,1
230,210,1
118,210,1
449,210,1
666,733,1
774,746,1
608,746,1
260,581,1
557,572,1
522,394,1
307,884,1
1033,627,1
1000,627,1
997,627,1
428,627,1
982,819,1
562,819,1
289,106,1
1002,106,1
211,106,1
852,106,1
141,106,1
981,106,1
318,106,1
867,106,1
526,106,1
204,158,1
936,238,0
975,966,0
14,932,0
856,659,0
1018,263,0
810,226,0
243,106,0
417,349,0
769,259,0
169,978,0
50,884,0
152,106,0
831,978,0
833,738,0
922,67,0
939,581,0
1018,439,0
433,808,0
467,67,0
984,394,0
11,788,0
969,581,0
241,439,0
131,928,0
980,238,0
883,895,0
304,348,0
1026,203,0
880,293,0
190,712,0
141,238,0
243,16,0
218,571,0
504,293,0
807,57,0
184,357,0
806,439,0
960,928,0
769,558,0
759,439,0
403,558,0
924,388,0
559,348,0
385,163,0
1026,67,0
504,16,0
764,808,0
1026,296,0
325,263,0
245,348,0
1026,659,0
815,293,0
836,439,0
4,746,0
855,581,0
180,106,0
386,895,0
608,157,0
136,558,0
415,733,0
767,978,0
699,296,0
852,29,0
73,226,0
493,259,0
484,296,0
945,72,0
430,182,0
689,808,0
878,921,0
635,348,0
622,683,0
305,683,0
146,439,0
860,739,0
982,1025,0
1021,746,0
460,370,0
273,733,0
383,264,0
539,293,0
553,35,0
201,659,0
1031,106,0
243,581,0
392,623,0
764,293,0
406,819,0
51,226,0
719,683,0
803,1025,0
74,932,0
762,263,0
688,712,0
613,263,0
179,263,0
306,746,0
472,226,0
359,712,0
199,348,0
217,238,0
1002,558,0
335,804,0
587,163,0
969,182,0
552,788,0
766,296,0
520,819,0
831,788,0
20,163,0
467,370,0
220,298,0
633,659,0
48,1025,0
427,35,0
975,631,0
243,67,0
417,263,0
592,928,0
984,394,0
42,394,0
60,948,0
1031,746,0
506,746,0
129,738,0
267,683,0
646,1025,0
177,932,0
897,788,0
721,571,0
441,804,0
972,921,0
225,659,0
51,572,0
49,16,0
375,67,0
762,67,0
677,16,0
984,941,0
192,659,0
769,98,0
774,157,0
863,357,0
810,712,0
124,861,0
709,733,0
430,683,0
703,928,0
449,439,0
421,966,0
3,738,0
830,226,0
967,978,0
942,29,0
434,733,0
306,733,0
74,67,0
70,733,0
783,264,0
566,264,0
505,581,0
207,683,0
984,659,0
177,357,0
889,819,0
729,29,0
1018,631,0
758,238,0
335,804,0
80,348,0
960,838,0
288,298,0
133,439,0
786,571,0
587,739,0
386,296,0
243,29,0
809,627,0
957,264,0
894,581,0
10,163,0
878,571,0
289,431,0
385,966,0
64,349,0
870,293,0
942,631,0
337,861,0
306,158,0
976,712,0
430,226,0
400,439,0
628,182,0
20,89,0
428,388,0
833,431,0
14,819,0
783,72,0
907,571,0
940,739,0
596,884,0
63,226,0
971,349,0
846,884,0
988,838,0
336,431,0
547,895,0
982,298,0
887,238,0
256,16,0
969,712,0
356,296,0
754,158,0
767,627,0
701,210,0
1018,67,0
864,264,0
896,819,0
753,431,0
547,298,0
249,163,0
590,35,0
957,746,0
438,788,0
1015,163,0
509,895,0
2,738,0
600,163,0
79,733,0
99,895,0
993,98,0
282,29,0
852,921,0
366,804,0
385,941,0
289,808,0
810,571,0
617,819,0
324,683,0
729,921,0
268,683,0
789,631,0
539,712,0
710,932,0
10,293,0
969,158,0
872,89,0
230,746,0
841,238,0
269,623,0
582,431,0
547,895,0
552,738,0
870,623,0
962,558,0
612,572,0
245,263,0
436,106,0
677,1025,0
1009,941,0
1006,808,0
345,733,0
959,394,0
957,439,0
230,293,0
208,413,0
213,739,0
864,158,0
282,163,0
794,29,0
764,158,0
359,623,0
141,357,0
492,838,0
976,357,0
495,210,0
30,683,0
146,683,0
697,35,0
636,158,0
18,739,0
997,57,0
374,804,0
1035,203,0
837,808,0
181,89,0
661,808,0
131,29,0
707,439,0
132,571,0
557,861,0
590,16,0
62,659,0
551,804,0
949,296,0
306,431,0
800,349,0
38,627,0
24,683,0
193,57,0
306,293,0
538,72,0
518,226,0
522,884,0
309,739,0
936,712,0
767,884,0
85,571,0
825,203,0
295,978,0
703,163,0
449,348,0
462,89,0
70,928,0
680,746,0
546,895,0
359,210,0
49,895,0
9,106,0
141,349,0
429,57,0
646,733,0
937,163,0
779,89,0
60,210,0
649,978,0
967,884,0
525,72,0
1015,581,0
982,631,0
1007,558,0
165,932,0
346,57,0
337,226,0
220,72,0
359,439,0
526,349,0
247,631,0
460,966,0
628,627,0
865,571,0
613,16,0
803,348,0
810,226,0
160,978,0
399,738,0
822,203,0
698,182,0
792,712,0
241,158,0
14,627,0
396,35,0
9,838,0
981,89,0
935,163,0
499,861,0
982,738,0
751,210,0
920,733,0
642,210,0
393,98,0
131,623,0
1017,259,0
384,884,0
378,370,0
142,884,0
129,163,0
840,89,0
721,29,0
216,808,0
71,226,0
142,413,0
20,895,0
1026,895,0
269,712,0
41,966,0
628,683,0
935,439,0
870,29,0
773,733,0
317,348,0
200,558,0
855,739,0
239,210,0
322,921,0
810,226,0
615,72,0
178,733,0
267,263,0
85,572,0
950,819,0
719,819,0
769,413,0
644,966,0
931,631,0
269,388,0
510,571,0
617,948,0
641,838,0
856,210,0
280,819,0
61,238,0
705,627,0
892,431,0
42,431,0
1007,293,0
849,895,0
848,89,0
983,29,0
545,712,0
949,746,0
195,163,0
9,157,0
425,72,0
806,263,0
326,932,0
232,349,0
980,163,0
269,683,0
851,98,0
325,357,0
3,182,0
822,293,0
641,439,0
451,819,0
456,631,0
864,98,0
485,203,0
492,941,0
51,941,0
463,966,0
113,804,0
110,941,0
150,739,0
812,16,0
587,163,0
129,738,0
518,439,0
599,788,0
144,72,0
454,746,0
303,966,0
78,98,0
666,861,0
347,293,0
108,357,0
1002,571,0
449,808,0
820,788,0
911,788,0
688,861,0
245,182,0
975,89,0
781,819,0
721,67,0
482,948,0
324,226,0
456,296,0
433,572,0
745,226,0
878,659,0
74,581,0
58,928,0
818,631,0
949,966,0
906,431,0
892,296,0
977,838,0
218,572,0
230,921,0
939,348,0
789,439,0
918,739,0
319,349,0
649,106,0
396,808,0
156,928,0
661,348,0
617,861,0
150,357,0
857,571,0
373,838,0
50,921,0
216,57,0
688,978,0
12,163,0
80,226,0
207,226,0
208,293,0
883,932,0
959,631,0
136,238,0
873,157,0
676,659,0
539,157,0
286,67,0
792,106,0
179,978,0
943,16,0
422,1025,0
78,296,0
1009,394,0
525,67,0
319,72,0
474,838,0
710,941,0
868,558,0
205,733,0
95,558,0
179,439,0
289,157,0
869,298,0
498,263,0
667,558,0
326,163,0
1022,16,0
500,819,0
462,394,0
198,238,0
967,627,0
1031,158,0
441,861,0
852,941,0
131,293,0
180,746,0
267,861,0
1017,571,0
170,388,0
653,182,0
170,106,0
781,712,0
504,733,0
316,572,0
616,263,0
399,203,0
931,357,0
212,67,0
911,978,0
848,439,0
830,296,0
706,932,0
789,861,0
729,16,0
289,16,0
392,163,0
775,226,0
618,57,0
364,370,0
538,348,0
462,226,0
833,431,0
329,746,0
324,89,0
781,293,0
769,1025,0
810,571,0
199,712,0
280,558,0
585,357,0
1022,413,0
354,226,0
754,788,0
347,804,0
1015,182,0
113,298,0
942,263,0
285,348,0
1007,884,0
459,370,0
474,861,0
981,394,0
324,739,0
382,941,0
668,158,0
981,348,0
791,296,0
178,932,0
207,733,0
280,238,0
312,163,0
874,259,0
132,941,0
799,712,0
545,348,0
799,623,0
676,57,0
634,349,0
851,788,0
193,941,0
962,16,0
753,948,0
886,948,0
566,293,0
485,932,0
430,57,0
433,808,0
150,1025,0
280,948,0
963,67,0
306,733,0
385,89,0
309,296,0
261,388,0
1033,72,0
208,226,0
345,948,0
266,861,0
4,203,0
690,264,0
178,35,0
90,808,0
906,1025,0
232,264,0
886,941,0
144,157,0
612,67,0
285,627,0
353,895,0
500,788,0
641,29,0
641,683,0
114,804,0
1029,439,0
455,733,0
894,627,0
622,683,0
2,948,0
721,558,0
449,733,0
21,357,0
754,631,0
114,631,0
936,203,0
241,558,0
427,67,0
976,804,0
883,808,0
640,35,0
975,733,0
193,948,0
483,29,0
886,29,0
63,210,0
438,581,0
441,210,0
812,348,0
936,746,0
