478,414,1
212,343,1
19,81,1
361,176,1
41,287,1
100,411,1
58,297,1
250,297,1
250,173,1
250,210,1
250,121,1
250,86,1
376,349,1
71,213,1
83,147,1
245,481,1
262,80,1
294,339,1
203,254,1
163,449,1
231,477,1
337,387,1
51,158,1
62,335,1
431,297,1
359,411,1
484,213,1
116,297,1
298,321,1
56,169,1
373,387,1
124,213,1
364,91,1
4,287,1
314,40,1
255,343,1
448,390,1
30,411,1
350,411,1
350,348,1
192,473,1
317,481,1
395,414,1
65,147,1
270,11,1
331,81,1
63,153,1
209,110,1
112,477,1
195,349,1
122,339,1
128,461,1
129,321,1
39,391,1
388,339,1
251,414,1
408,204,1
360,247,1
14,304,1
14,342,1
252,481,1
310,155,1
292,304,1
292,342,1
148,414,1
144,153,1
316,321,1
113,193,1
194,481,1
73,110,1
185,81,1
305,414,1
305,349,1
219,193,1
206,415,1
103,11,1
336,481,1
309,133,1
432,253,1
134,473,1
2,224,1
453,391,1
6,414,1
285,391,1
191,481,1
451,224,1
354,247,1
78,110,1
468,40,1
172,40,1
469,297,1
57,287,1
282,349,1
282,315,1
205,204,1
12,176,1
117,477,1
268,272,1
428,224,1
215,415,1
402,125,1
201,213,1
303,121,1
279,473,1
328,304,1
328,342,1
344,349,1
344,315,1
32,321,1
84,321,1
59,411,1
3,213,1
353,411,1
447,224,1
329,299,1
138,411,1
216,213,1
440,481,1
222,110,1
324,415,1
362,86,1
146,411,1
42,110,1
351,391,1
198,127,1
416,411,1
92,467,1
355,297,1
284,101,1
16,213,1
5,155,1
384,249,1
470,481,1
367,391,1
7,145,1
286,101,1
21,233,1
93,321,1
457,414,1
457,349,1
77,297,1
426,449,1
273,387,1
119,287,1
277,247,1
105,321,1
381,391,1
186,127,1
85,204,1
94,477,1
398,110,1
266,449,1
60,176,1
485,153,1
274,411,1
281,414,1
445,441,1
88,127,1
76,304,1
76,342,1
386,481,1
8,253,1
347,224,1
242,297,1
397,40,1
248,159,1
120,133,1
417,101,1
333,247,1
301,193,1
235,297,1
156,121,1
1,343,1
43,102,1
183,247,1
187,260,1
442,147,1
87,86,1
332,213,1
393,213,1
221,204,1
291,415,1
243,414,1
280,321,1
126,352,1
392,297,1
458,481,1
161,11,1
104,343,1
475,213,1
0,225,1
380,449,1
378,391,1
487,11,1
464,237,1
244,415,1
368,204,1
269,86,1
36,414,1
36,349,1
217,175,1
334,415,1
140,481,1
396,101,1
437,101,1
27,101,1
24,343,1
108,297,1
460,321,1
131,339,1
123,339,1
130,300,1
438,155,1
422,300,1
9,153,1
472,391,1
181,115,1
379,11,1
401,297,1
196,481,1
72,155,1
276,473,1
283,411,1
31,11,1
13,414,1
44,414,1
61,483,1
199,200,1
66,67,1
322,11,1
465,204,1
256,481,1
327,473,1
459,210,1
10,343,1
227,127,1
106,414,1
405,170,1
137,213,1
363,462,1
64,287,1
259,80,1
424,335,1
238,239,1
17,11,1
258,481,1
109,247,1
79,263,1
152,86,1
178,297,1
407,297,1
241,86,1
37,210,1
271,213,1
429,414,1
383,387,1
96,404,1
308,391,1
22,287,1
306,147,1
338,204,1
278,253,1
45,295,1
52,11,1
214,127,1
340,155,1
157,387,1
184,260,1
25,335,1
23,155,1
323,411,1
434,147,1
320,414,1
168,411,1
450,481,1
346,179,1
211,297,1
111,48,1
136,110,1
160,411,1
345,369,1
296,300,1
230,133,1
326,81,1
330,391,1
95,153,1
177,80,1
141,247,1
228,180,1
49,176,1
406,247,1
302,415,1
69,260,1
293,253,1
114,193,1
290,110,1
474,213,1
430,225,1
313,481,1
427,335,1
33,481,1
234,210,1
139,477,1
226,169,1
382,481,1
370,260,1
455,176,1
220,155,1
436,481,1
151,387,1
463,339,1
267,147,1
165,415,1
409,481,1
50,481,1
358,97,1
444,321,1
107,213,1
419,213,1
197,304,1
197,342,1
46,101,1
385,481,1
55,127,1
232,304,1
232,342,1
35,449,1
166,481,1
389,335,1
410,86,1
47,147,1
236,204,1
190,414,1
38,145,1
82,414,1
488,449,1
162,481,1
89,260,1
70,86,1
377,411,1
372,110,1
325,127,1
167,155,1
356,415,1
423,391,1
171,481,1
370,391,0
94,449,0
59,147,0
17,127,0
326,263,0
277,158,0
410,110,0
393,145,0
219,352,0
8,237,0
197,387,0
487,97,0
183,204,0
355,176,0
119,193,0
56,253,0
459,102,0
194,483,0
111,102,0
166,48,0
469,253,0
234,173,0
301,315,0
111,387,0
78,11,0
434,200,0
392,121,0
157,101,0
